,title,author_last,author_first
1805,grandmas at the lake stories and pictures,mccully, emily arnold 
1806,sneaky santas featuring noella cj,motte, laura leigh
1807,diary of a wimpy kid the getaway,kinney, jeff
1808,the pioneer woman cooks super easy shortcut recipes for dinners desserts and more,drummond, ree
1809,egg or eyeball ,bell, cece
1810,fudge a mania ,blume, judy 
1811,the women of the bible speak the wisdom of women and their lessons for today,bream, shannon
1812,camp,miller, kayla
1813,twins,johnson, varian
1814,the golly sisters go west,byars, betsy cromer 
1815,amelia bedelia under construction,parish, herman 
1816,clara and the bookwagon,levinson, nancy smiler 
1817,the horse in harry s room ,hoff, syd
1818,pizza and taco best party ever ,shaskan, stephen
1819,pizza and taco super awesome comic ,shaskan, stephen
1820,fridge love organize your refrigerator for a healthier happier life with recipes,hong, kristen
1821,soccer mania,o connor, jane
1822,soccer on sunday,osborne, mary pope
1823,junie b first grader boss of lunch,park, barbara 
1824,bad kitty gets a phone,bruel, nick
1825,the best seat in second grade,kenah, katharine 
1826,three stories you can read to your dog,miller, sara swan 
1827,bunbun bonbon hoppy go lucky ,keating, jess
1828,drama,telgemeier, raina 
1829,lucas the littlest lizard,helidoniotis, kathy 
1830,the drawing lesson a graphic novel that teaches you how to draw,crilley, mark
1831,the draw way how to draw cats puppies horses buildings birds aliens trains and everything under the sun,ames, lee j 
1832,all summer long,larson, hope
1833,the great pet escape,jamieson, victoria
1834,art for children a step by step guide for the young artist,butterfield, moira
1835,barbie a day with the pet doctor,poindexter, katherine
1836,jojo and the big mess,o connor, jane
1837,my friend maggie,harrison, hannah e 
1838, cat and dog jokes,hall, katy
1839,strong fathers strong daughters secrets every father should know,meeker, margaret j 
1840,willa s wilderness campout,tripp, valerie
1841,camille s mermaid tale,tripp, valerie
1842,the rainstorm brainstorm,tripp, valerie
1843,super goofy jokes,horsfall, jacqueline
1844, wacky kid jokes,stine, jovial bob 
1845,knock knock who was there ,elling, brian
1846,don t read this book whatever you do more poems about school,dakos, kalli 
1847,the princess in black,hale, shannon
1848,the princess in black and the perfect princess party,hale, shannon
1849,bible breakfast mornings with jesus feeding our bodies and souls together,ciuciu, asheritah
1850,scaredy cat splat ,scotton, rob 
1851,belle s discovery,roehl, tessa
1852,ivy bean,barrows, annie 
1853,act,miller, kayla
1854,the princess in black and the hungry bunny horde,hale, shannon
1855,penny and her sled,henkes, kevin
1856,the show and tell surprise,margulies, teddy slater
1857,pete the cat play ball ,dean, james
1858,buzz boy and fly guy,arnold, tedd 
1859,paw patrol phonics box set,liberts, jennifer
1860,pinkalicious phonics box,kann, victoria
1861,truman,reidy, jean
1862,snowball soup,mayer, mercer
1863,who s going to take care of me ,magorian, michelle 
1864,labrador on the lawn,daniels, lucy 
1865,the one and only ivan,applegate, katherine 
1866,wayside school gets a little stranger,sachar, louis
1867,barbie in the dancing princesses,man kong, mary 
1868,barbie ballet buddies,richards, barbara
1869,amelia bedelia mayor,parish, herman 
1870, kids in e crazy year,schwartz, virginia frances 
1871,owl at home ,lobel, arnold 
1872,arthur s honey bear,hoban, lillian
1873,daniel s duck,bulla, clyde robert
1874,the funny ride ,hillert, margaret
1875,a house for little red ,hillert, margaret 
1876,clifford visits the hospital,bridwell, norman
1877,fox rabbit celebrate ,ferry, beth
1878,arthur s christmas cookies,hoban, lillian
1879,a little princess,burnett, frances hodgson
1880,socks,cleary, beverly 
1881,the princess in black and the mysterious playdate,hale, shannon
1882,henry and beezus ,cleary, beverly 
1883,wayside school is falling down,sachar, louis
1884,the berenstain bears and the big red kite,berenstain, stan
1885,the berenstain bears big bear small bear,berenstain, stan
1886,the berenstain bears mama s helpers,berenstain, jan
1887,the berenstain bears out west,berenstain, stan
1888,the berenstain bears neighbor in need,berenstain, jan
1889,go away big green monster ,emberley, ed 
1890,ultimate things to draw,ashford, kate
1891,papa s mechanical fish,fleming, candace 
1892,the berenstain bears learn to share,berenstain, stan
1893,princess katie s kittens pixie at the palace,sykes, julia
1894,enchanted shell,mongredien, sue
1895,seaside adventure,mongredien, sue
1896,clifford s riddles ,bridwell, norman 
1897,meet the knights,march, julia
1898,the berenstain bears forget their manners,berenstain,stan jan
1899,the berenstain bears at the super duper market,berenstain, stan
1900,the berenstain bears and the truth,berenstain, stan
1901,there s a bat in bunk five,danziger, paula
1902,a fish out of water,palmer, helen marion
1903,lola levine drama queen,brown, monica
1904,spying on miss m ller ,bunting, eve
1905,the last last day of summer,giles, l r 
1906,baking kids love,mushet, cindy
1907,the fish who could wish,bush, john 
1908,young cam jansen and the pizza shop mystery,adler, david a 
1909,young cam jansen and the missing cookie,adler, david a 
1910,take a walk johnny ,hillert, margaret
1911,the berenstain bears and the bad influence,berenstain, stan 
1912,the berenstain bears moving day,berenstain, stan
1913,the germ patrol a book for all ages about shots for tots,shulman, neil
1914,the fish with the deep sea smile,brown, margaret wise
1915,first little readers guided reading level a,schecter, deborah 
1916,clifford goes to dog school,bridwell, norman 
1917,working with animals,ewing, susan m 
1918,the illearth war,donaldson, stephen r 
1919,lord foul s bane,donaldson, stephen r 
1920,along came a spider a novel,patterson, james
1921,southern storm,blackstock, terri
1922,miracles includes two complete novels the listener the gifted,blackstock, terri
1923,daughter of grace,phillips, michael r 
1924,my father s world,phillips, michael r 
1925,the playground,shemilt, jane
1926,the dark side,steel, danielle
1927,the stonewycke trilogy,phillips, michael r 
1928,the quiet little woman tilly s christmas rosa s tale three enchanting christmas stories,alcott, louisa may
1929,the perfect christmas,macomber, debbie
1930,westering women a novel,dallas, sandra
1931, st case,patterson, james
1932,surfside sisters a novel,thayer, nancy
1933,the bookshop on the shore,colgan, jenny
1934,the snow bride,macomber, debbie 
1935,someone knows,scottoline, lisa
1936,the matchmakers of minnow bay,harms, kelly
1937,a walk along the beach,macomber, debbie
1938,the inn at rose harbor a novel,macomber, debbie 
1939,summer island,hannah, kristin 
1940,the atonement child,rivers, francine
1941,the grave maurice a richard jury mystery,grimes, martha 
1942,half moon bay,kellerman, jonathan
1943,the three mrs parkers,medlicott, joan a 
1944,the winter people,mcmahon, jennifer
1945,lake season,hunter, denise
1946,the third rainbow girl the long life of a double murder in appalachia,eisenberg, emma copley
1947,beach house reunion,monroe, mary alice
1948,the summer of lost and found,monroe, mary alice
1949,that camden summer,spencer, lavyrle 
1950,last day ,rice, luanne 
1951,sandcastles,rice, luanne 
1952,on mystic lake,hannah, kristin 
1953,gray mountain,grisham, john
1954,chance of a lifetime,thomas, jodi
1955,sweet home carolina a novel,rice, patricia
1956,red mist,cornwell, patricia daniels 
1957,angel falls,hannah, kristin 
1958,of literature and lattes,reay, katherine
1959,wedded to war a novel large print ,green, jocelyn 
1960,the dirty south,connolly, john
1961,the dutch house,patchett, ann
1962,the secret of the irish castle,montefiore, santa
1963,south of broad a novel,conroy, pat 
1964,mount vernon love story,clark, mary higgins
1965,it s better this way,macomber, debbie
1966,a week at the shore,delinsky, barbara
1967,london holiday,peck, richard
1968,the newcomer,andrews, mary kay
1969,the body farm a novel,cornwell, patricia daniels 
1970,meant to be,deveraux, jude
1971,blessings ,plain, belva 
1972,an impossible promise,deveraux, jude 
1973,apples never fall,moriarty, liane 
1974,the geometry of sisters,rice, luanne 
1975,the night sister a novel,mcmahon, jennifer
1976,the nameless ones,connolly, john
1977,a dubious legacy,wesley, mary 
1978,a nantucket wedding a novel,thayer, nancy
1979,the shortest way home,parker, miriam
1980,apologizing to dogs,coomer, joe 
1981,forever my own,peterson, tracie
1982,black ice,thor, brad
1983,fallen,castillo, linda
1984,the secret keeper a novel,morton, kate
1985,cut and run,michaels, fern
1986,q is for quarry,grafton, sue 
1987,split second,baldacci, david 
1988,deep harbor,michaels, fern
1989,hey good looking,michaels, fern
1990,distant shores,hannah, kristin
1991,the last flight a novel,clark, julie
1992,the book of summer,gable, michelle
1993, rainier drive,macomber, debbie
1994,blind tiger,brown, sandra
1995,morning comes softly,macomber, debbie 
1996,dakota born,macomber, debbie
1997,stranger in paradise,goudge, eileen 
1998,taste of honey,goudge, eileen 
1999,the nanny,macmillan, gilly
2000,garden of lies ,goudge, eileen
2001,standing in the rainbow a novel,flagg, fannie 
2002,the giver of stars,moyes, jojo
2003,still me,moyes, jojo
2004,camino winds,grisham, john
2005,me before you,moyes, jojo
2006,after you,moyes, jojo
2007,the little french bistro,george, nina
2008,the book woman of troublesome creek,richardson, kim michele
2009,passing through paradise,wiggs, susan 
2010,the lost and found bookshop,wiggs, susan
2011,horsemaster s daughter,wiggs, susan 
2012,isle of palms a lowcountry tale,frank, dorothea benton 
2013,the woman in the woods,connolly, john
2014,the homewreckers,andrews, mary kay
2015,demystifying autism spectrum disorders,bruey, carolyn thorwarth
2016,mother road,garlock, dorothy 
2017,dreams come true,chapman, linda
2018,a forest charm,bentley, sue
2019,patrick mahomes superstar quarterback,st sauver, dennis
2020,falcon vs hawk,pallotta, jerry
2021,pok mon adventures ,kusaka, hidenori
2022,foreign body,cook, robin
2023,leaving time,picoult, jodi
2024,the valedictorian of being dead the true story of dying ten times to live,armstrong, heather b 
2025,gathering blue,lowry, lois 
2026,messenger,lowry, lois 
2027,son,lowry, lois 
2028,diary of a wimpy kid the meltdown,kinney, jeff
2029,final season,green, tim
2030,the tail of emily windsnap,kessler, liz 
2031,the wife between us,hendricks, greer
2032,the girl on the train,hawkins, paula
2033,this tender land,krueger, william kent
2034,shadow and bone,bardugo, leigh 
2035,crooked kingdom,bardugo, leigh
2036,ugly love,hoover, colleen 
2037,skeleton key,horowitz, anthony
2038,eagle strike,horowitz, anthony
2039,scorpia,horowitz, anthony
2040,crocodile tears,horowitz, anthony
2041,snakehead,horowitz, anthony
2042,ark angel,horowitz, anthony
2043,point blank,horowitz, anthony
2044,stormbreaker,horowitz, anthony
2045,mother teresa a complete authorized biography,spink, kathryn
2046,washington s spies the story of america s first spy ring,rose, alexander
2047,save your brain things you must do to keep your mind young and sharp,nussbaum, paul david 
2048,janette oke a heart for the prairie,logan, laurel oke 
2049,american lion andrew jackson in the white house,meacham, jon 
2050,einstein his life and universe,isaacson, walter
2051,through my eyes,tebow, tim
2052,dolphins,cousteau, jacques yves 
2053,house beautiful color workshop decorating stylish rooms,childs carlile, sarah
2054,history of the jews in america,gutstein, linda 
2055,the yada yada prayer group,jackson, neta 
2056,alaskan rescue,reed, terri
2057,the angel and the sword,brouwer, sigmund
2058,the hidden oracle,riordan, rick
2059,the complete idiot s guide to world religions,toropov, brandon 
2060,the burning maze,riordan, rick
2061,texas gardener s handbook,groom, dale 
2062,the handbook of east asia,kort, michael
2063,indus valley city,clements, gillian
2064,nelson mandela no easy walk to freedom,denenberg, barry
2065,south africa,corona, laurel
2066,the trials of apollo ,riordan, rick
2067,the testing,charbonneau, joelle 
2068,independent study,charbonneau, joelle 
2069,graduation day,charbonneau, joelle 
2070,dragonslayer,sutherland, tui
2071,escaping peril,sutherland, tui
2072,scooby doo and the loch ness monster,mccann, jesse leon
2073,where do steam trains sleep at night ,sayres, brianna caplan 
2074,there s a monster in your book,fletcher, tom
2075,what lives in the rain forest ,gaarder juntti, oona
2076,the three bears,barton, byron 
2077,there s an alien in your book,fletcher, tom
2078,the very busy spider,carle, eric 
2079,the hiccupotamus,zenz, aaron 
2080,the cafeteria lady from the black lagoon,thaler, mike
2081,does a kangaroo have a mother too ,carle, eric 
2082,me and my dragon,biedrzycki, david 
2083,psyduck ducks out,johnson, jennifer l 
2084,miss nelson is missing ,allard, harry 
